Date,Away_team,Home_conference,Away_conference
11/16/2021,Virginia,American Athletic,Atlantic Coast
11/16/2021,Trinity Christian,Horizon League,NA
11/16/2021,Murray St.,Missouri Valley,Ohio Valley
11/16/2021,Concordia TX,Southland,NA
11/16/2021,Hofstra,Metro Atlantic Athletic,Colonial Athletic Association
11/16/2021,North Carolina Central,Big Ten,Mid-Eastern Athletic
11/16/2021,Alabama St.,Big 12,Southwest Athletic
11/16/2021,Texas A&M Corpus Chris,Horizon League,Southland
11/16/2021,Oberlin,Mid-American,NA
11/16/2021,Mount St. Mary's,Southeastern,Northeast
11/16/2021,Champion Christian,Sun Belt,NA
11/16/2021,Chicago St.,Missouri Valley,Western Athletic
11/16/2021,Saint Louis,American Athletic,Atlantic 10
11/16/2021,Life,Southern,NA
11/16/2021,Seton Hall,Big Ten,Big East
11/16/2021,Winthrop,Conference USA,Big South
11/16/2021,Lehigh,Metro Atlantic Athletic,Patriot League
11/16/2021,Creighton,Big Ten,Big East
11/16/2021,William & Mary,Mid-Eastern Athletic,Colonial Athletic Association
11/16/2021,Boston University,Colonial Athletic Association,Patriot League
11/16/2021,New Orleans,Big Ten,Southland
11/16/2021,High Point,Atlantic Coast,Big South
11/16/2021,UMass Lowell,Big 12,America East
11/16/2021,BYU,Pacific-12,West Coast
11/16/2021,Cal St.Stanislaus,West Coast,NA
11/16/2021,Lafayette,Ivy League,Patriot League
11/16/2021,UNC Wilmington,Atlantic Coast,Colonial Athletic Association
11/16/2021,Wright St.,Big Ten,Horizon League
11/16/2021,Austin Peay,Horizon League,Ohio Valley
11/16/2021,Southern,Conference USA,Southwest Athletic
11/16/2021,Georgia St.,Atlantic 10,Sun Belt
11/16/2021,NJIT,Big Ten,America East
11/16/2021,Fisher,Northeast,NA
11/16/2021,Nevada,West Coast,Mountain West
11/16/2021,Yale,Metro Atlantic Athletic,Ivy League
11/16/2021,Fisk,Ohio Valley,NA
11/16/2021,Hampton,Colonial Athletic Association,Big South
11/16/2021,Jacksonville St.,Sun Belt,Atlantic Sun
11/16/2021,La Verne,Big West,NA
11/16/2021,San Diego Christian,Big West,NA
11/16/2021,Jacksonville,American Athletic,Atlantic Sun
11/16/2021,Abilene Christian,Sun Belt,Western Athletic
11/16/2021,Paul Quinn,Western Athletic,NA
11/16/2021,Northern New Mexico,Conference USA,NA
11/16/2021,Denver,Conference USA,Summit League
11/16/2021,Worcester Tech,America East,NA
11/16/2021,Howard,Big East,Mid-Eastern Athletic
11/16/2021,Keystone,Southern,NA
11/16/2021,Iowa Wesleyan,Summit League,NA
11/16/2021,Tarleton St.,American Athletic,Western Athletic
11/17/2021,Texas Southern,Mountain West,Southwest Athletic
11/17/2021,Harvard,America East,Ivy League
11/17/2021,Northern Iowa,Southeastern,Missouri Valley
11/17/2021,Merrimack,Patriot League,Northeast
11/17/2021,Central Arkansas,Big 12,Atlantic Sun
11/17/2021,Rider,Patriot League,Metro Atlantic Athletic
11/17/2021,Michigan St.,Big East,Big Ten
11/17/2021,UMass Lowell,Northeast,America East
11/17/2021,Binghamton,Ivy League,America East
11/17/2021,LIU,Big East,Northeast
11/17/2021,Loyola MD,Mid-Eastern Athletic,Patriot League
11/17/2021,Lipscomb,Atlantic 10,Atlantic Sun
11/17/2021,La Salle,Colonial Athletic Association,Atlantic 10
11/17/2021,Tulane,Atlantic Coast,American Athletic
11/17/2021,Prairie View A&M,Western Athletic,Southwest Athletic
11/17/2021,St. John's,Big Ten,Big East
11/17/2021,Nebraska Omaha,Big 12,Summit League
11/17/2021,Utah Valley,Big West,Western Athletic
11/17/2021,Xavier LA,Sun Belt,NA
11/17/2021,Little Rock,West Coast,Sun Belt
11/17/2021,George Mason,Big Ten,Atlantic 10
11/17/2021,Stetson,Mid-American,Atlantic Sun
11/17/2021,Detroit Mercy,Southeastern,Horizon League
11/17/2021,Toledo,Horizon League,Mid-American
11/17/2021,N.C. State,Big 12,Big Sky
11/17/2021,UC Davis,West Coast,Big West
11/17/2021,George Fox,Big Sky,NA
11/17/2021,Marist,Ivy League,Metro Atlantic Athletic
11/17/2021,Boston College,Atlantic 10,Atlantic Coast
11/17/2021,Drexel,Atlantic 10,Colonial Athletic Association
11/17/2021,Bellarmine,West Coast,Atlantic Sun
11/17/2021,Missouri St.,Western Athletic,Missouri Valley
11/17/2021,UC Riverside,West Coast,Big West
11/17/2021,Montana St.,Summit League,Big Sky
11/17/2021,Valparaiso,Pacific-12,Missouri Valley
11/17/2021,Northern Colorado,Big 12,Big Sky
11/17/2021,Houston Baptist,Southeastern,Southland
11/17/2021,Denver,Southland,Summit League
11/17/2021,North Florida,Pacific-12,Atlantic Sun
11/17/2021,Kansas Christian,Western Athletic,NA
11/17/2021,IUPUI,Conference USA,Horizon League
11/17/2021,VCU,Southeastern,Atlantic 10
11/17/2021,Charleston Southern,Atlantic Coast,Big South
11/18/2021,Wheeling Jesuit,Mid-American,NA
11/18/2021,Charlotte,Sun Belt,Conference USA
11/18/2021,St. Bonaventure,Mountain West,Atlantic 10
11/18/2021,San Jose St.,Western Athletic,Mountain West
11/18/2021,Southern Utah,Pacific-12,Big Sky
11/18/2021,Presbyterian,American Athletic,Big South
11/18/2021,SUNY Poly,Patriot League,NA
11/18/2021,Rutgers,Big East,Big Ten
11/18/2021,Oklahoma,American Athletic,Big 12
11/18/2021,USC Upstate,Southern,Big South
11/18/2021,Rockford,Ohio Valley,NA
11/18/2021,Ball St.,NCAA,Mid-American
11/18/2021,Milwaukee,Southeastern,Horizon League
11/18/2021,UNC Greensboro,Horizon League,Southern
11/18/2021,Boston University,America East,Patriot League
11/18/2021,Washington St.,Big Sky,Pacific-12
11/18/2021,Alabama St.,Big Ten,Southwest Athletic
11/18/2021,Stony Brook,Big 12,America East
11/18/2021,McNeese St.,Southeastern,Southland
11/18/2021,Campbell,Conference USA,Big South
11/18/2021,Marquette,Southeastern,Big East
11/18/2021,Northern Illinois,Southeastern,Mid-American
11/18/2021,Transylvania,Ohio Valley,NA
11/18/2021,Davidson,Western Athletic,Atlantic 10
11/18/2021,Greensboro,Big South,NA
11/18/2021,UT Arlington,Conference USA,Sun Belt
11/18/2021,Cal St. Bakersfield,Big Sky,Big West
11/18/2021,Eastern Michigan,Horizon League,Mid-American
11/18/2021,Fairleigh Dickinson,Big Ten,Northeast
11/18/2021,Indiana St.,Conference USA,Missouri Valley
11/18/2021,Haskell,Summit League,NA
11/18/2021,Samford,Pacific-12,Southern
11/18/2021,St. Francis NY,Big Ten,Northeast
11/18/2021,Arkansas Pine Bluff,West Coast,Southwest Athletic
11/18/2021,New Hampshire,Big East,America East
11/18/2021,Arizona St.,Mountain West,Pacific-12
11/18/2021,Nevada,West Coast,Mountain West
11/18/2021,Morgan St.,Western Athletic,Mid-Eastern Athletic
11/18/2021,Southeastern Louisiana,American Athletic,Southland
11/18/2021,UAB,Southeastern,Conference USA
11/18/2021,St. Andrews Pres.,Mid-Eastern Athletic,NA
11/18/2021,Presentation,Summit League,NA
11/18/2021,Nicholls St.,Big 12,Southland
11/18/2021,Clemson,American Athletic,Atlantic Coast
11/18/2021,Carver,Southern,NA
11/18/2021,Tennessee Tech,Big South,Ohio Valley
11/18/2021,Coastal Carolina,Colonial Athletic Association,Sun Belt
11/18/2021,Penn,Mountain West,Ivy League
11/18/2021,St. Francis PA,Atlantic Coast,Northeast
11/18/2021,Wyoming,Pacific-12,Mountain West
11/18/2021,Massachusetts,Big Sky,Atlantic 10
11/18/2021,Elon,Big 12,Colonial Athletic Association
11/18/2021,Saginaw Valley St.,Mid-American,NA
11/18/2021,Ohio St.,Big East,Big Ten
11/19/2021,Oakland,Southeastern,Horizon League
11/19/2021,Weber St.,Mid-American,Big Sky
11/19/2021,Norfolk St.,Mid-American,Mid-Eastern Athletic
11/19/2021,Eastern Washington,Big West,Big Sky
11/19/2021,St. Bonaventure,Atlantic Coast,Atlantic 10
11/19/2021,Southern Illinois,Pacific-12,Missouri Valley
11/19/2021,Bradley,Mountain West,Missouri Valley
11/19/2021,Wells,Ivy League,NA
11/19/2021,Brown,Big East,Ivy League
11/19/2021,Texas St.,Western Athletic,Sun Belt
11/19/2021,Lafayette,Atlantic Coast,Patriot League
11/19/2021,Northeastern,Atlantic 10,Colonial Athletic Association
11/19/2021,Mississippi,Colonial Athletic Association,Southeastern
11/19/2021,Tennessee Martin,Conference USA,Ohio Valley
11/19/2021,Maryland Eastern Shore,Atlantic 10,Mid-Eastern Athletic
11/19/2021,Radford,Southern,Big South
11/19/2021,UMass Lowell,Atlantic 10,America East
11/19/2021,Siena,Big East,Metro Atlantic Athletic
11/19/2021,Georgia Tech,Southeastern,Atlantic Coast
11/19/2021,Bellarmine,West Coast,Atlantic Sun
11/19/2021,FIU,Horizon League,NCAA
11/19/2021,Oklahoma,Missouri Valley,Big 12
11/19/2021,George Mason,Colonial Athletic Association,Atlantic 10
11/19/2021,Belmont,Atlantic Sun,Ohio Valley
11/19/2021,Ohio,Southeastern,Mid-American
11/19/2021,Stetson,Western Athletic,Atlantic Sun
11/19/2021,Iona,Atlantic Sun,Metro Atlantic Athletic
11/19/2021,American,Big South,Patriot League
11/19/2021,Maine Fort Kent,America East,NA
11/19/2021,North Alabama,Metro Atlantic Athletic,Atlantic Sun
11/19/2021,Hofstra,Big Ten,Colonial Athletic Association
11/19/2021,UNC Greensboro,Atlantic 10,Southern
11/19/2021,Western Kentucky,American Athletic,Conference USA
11/19/2021,Lehigh,Northeast,Patriot League
11/19/2021,Purdue Fort Wayne,Big Ten,Horizon League
11/19/2021,Idaho St.,Big Ten,Big Sky
11/19/2021,Rice,Southland,Conference USA
11/19/2021,SIU Edwardsville,Metro Atlantic Athletic,Ohio Valley
11/19/2021,Troy,Summit League,Sun Belt
11/19/2021,Louisiana Tech,Southland,Conference USA
11/19/2021,East Carolina,Conference USA,American Athletic
11/19/2021,UTEP,West Coast,Conference USA
11/19/2021,Davidson,Ivy League,Atlantic 10
11/19/2021,Towson,Atlantic Coast,Colonial Athletic Association
11/19/2021,Mount St. Mary's,Horizon League,Northeast
11/19/2021,Cal St. Fullerton,West Coast,Big West
11/19/2021,Cal Poly,West Coast,Big West
11/19/2021,Southern,Summit League,Southwest Athletic
11/19/2021,Auburn,American Athletic,Southeastern
11/19/2021,Arkansas St.,Ohio Valley,Sun Belt
11/19/2021,Middle Tennessee,Western Athletic,Conference USA
11/19/2021,Paul Quinn,Western Athletic,NA
11/19/2021,Boise St.,American Athletic,Mountain West
11/19/2021,Michigan,Mountain West,Big Ten
11/19/2021,New Mexico St.,Mountain West,Western Athletic
11/19/2021,Yale,America East,Ivy League
11/19/2021,Coppin St.,Atlantic Coast,Mid-Eastern Athletic
11/19/2021,Marquette,Big 12,Big East
11/19/2021,UMBC,Southern,America East
11/19/2021,Arizona,American Athletic,Pacific-12
11/19/2021,Hampton,Southern,Big South
11/19/2021,St. Thomas,Horizon League,Summit League
11/20/2021,North Carolina Central,Southwest Athletic,Mid-Eastern Athletic
11/20/2021,Western Carolina,Patriot League,Southern
11/20/2021,Stanford,Big 12,Pacific-12
11/20/2021,Bryant,Southwest Athletic,Northeast
11/20/2021,Utah,Atlantic Coast,Pacific-12
11/20/2021,Bradley,Ivy League,Missouri Valley
11/20/2021,Rider,Mid-American,Metro Atlantic Athletic
11/20/2021,Central Methodist,West Coast,NA
11/20/2021,Dixie St.,Big West,Western Athletic
11/20/2021,Oral Roberts,Atlantic Sun,Summit League
11/20/2021,Bob Jones,Big South,NA
11/20/2021,Canisius,Horizon League,Metro Atlantic Athletic
11/20/2021,Duquesne,Pacific-12,Atlantic 10
11/20/2021,Mount Saint Vincent,Ivy League,NA
11/20/2021,Binghamton,Big East,America East
11/20/2021,Austin Peay,Atlantic 10,Ohio Valley
11/20/2021,UNC Wilmington,Mid-Eastern Athletic,Colonial Athletic Association
11/20/2021,Western Illinois,Big East,Summit League
11/20/2021,Richmond,Missouri Valley,Atlantic 10
11/20/2021,Albany,Atlantic Sun,America East
11/20/2021,Texas St.,Big Sky,Sun Belt
11/20/2021,UCF,Missouri Valley,American Athletic
11/20/2021,North Dakota,Conference USA,Summit League
11/20/2021,Carver,Big South,NA
11/20/2021,Georgia Southern,Big South,Sun Belt
11/20/2021,MIT,Ivy League,NA
11/20/2021,Howard,Big South,Mid-Eastern Athletic
11/20/2021,Air Force,Patriot League,Mountain West
11/20/2021,Bucknell,Missouri Valley,Patriot League
11/20/2021,North Alabama,Metro Atlantic Athletic,Atlantic Sun
11/20/2021,Army,Atlantic 10,Patriot League
11/20/2021,UMBC,Big South,America East
11/20/2021,Detroit Mercy,Atlantic Coast,Horizon League
11/20/2021,Illinois Chicago,Missouri Valley,Horizon League
11/20/2021,Liberty,Metro Atlantic Athletic,Atlantic Sun
11/20/2021,VMI,Metro Atlantic Athletic,Southern
11/20/2021,Heidelberg,Mid-American,NA
11/20/2021,Eastern Michigan,Big Ten,Mid-American
11/20/2021,Nebraska Omaha,Big Sky,Summit League
11/20/2021,Montana St.,Mountain West,Big Sky
11/20/2021,St. Thomas,Metro Atlantic Athletic,Summit League
11/20/2021,Webber International,Atlantic Sun,NA
11/20/2021,Morgan St.,West Coast,Mid-Eastern Athletic
11/20/2021,North Carolina,Big Ten,Atlantic Coast
11/20/2021,Central Connecticut,Metro Atlantic Athletic,Northeast
11/20/2021,Navy,Big South,Patriot League
11/20/2021,UC San Diego,Big Sky,Big West
11/20/2021,Fairfield,Northeast,Metro Atlantic Athletic
11/20/2021,Monmouth,Atlantic 10,Metro Atlantic Athletic
11/20/2021,Mercer,Atlantic 10,Southern
11/20/2021,UT Arlington,Mountain West,Sun Belt
11/20/2021,Mobile,Sun Belt,NA
11/20/2021,Fairleigh Dickinson,Big East,Northeast
11/20/2021,Colgate,Atlantic Coast,Patriot League
11/20/2021,Villanova,Southeastern,Big East
11/20/2021,Troy,Ohio Valley,Sun Belt
11/20/2021,San Jose St.,Big 12,Mountain West
11/20/2021,Incarnate Word,Big 12,Southland
11/20/2021,Rhode Island,American Athletic,Atlantic 10
11/20/2021,Pepperdine,Big West,West Coast
11/20/2021,Bethesda,Big West,Pacific Christian Athletic
11/20/2021,Chicago St.,Big West,Western Athletic
11/20/2021,Northern Arizona,Western Athletic,Big Sky
11/20/2021,Winthrop,Southeastern,Big South
11/20/2021,Chattanooga,Atlantic 10,Southern
11/20/2021,North Carolina A&T,Atlantic Coast,Big South
11/20/2021,Georgia St.,Colonial Athletic Association,Sun Belt
11/20/2021,SIU Edwardsville,Horizon League,Ohio Valley
11/21/2021,Bethune Cookman,Mountain West,Southwest Athletic
11/21/2021,Massachusetts,Mid-American,Atlantic 10
11/21/2021,Northern Colorado,Western Athletic,Big Sky
11/21/2021,Colorado St.,Big East,Mountain West
11/21/2021,Houston Baptist,Summit League,Southland
11/21/2021,Davidson,American Athletic,Atlantic 10
11/21/2021,Temple,Colonial Athletic Association,American Athletic
11/21/2021,UNC Greensboro,NCAA,Southern
11/21/2021,Eckerd,Atlantic Sun,NA
11/21/2021,Navy,Southern,Patriot League
11/21/2021,Georgia St.,Big South,Sun Belt
11/21/2021,Bryant,Patriot League,Northeast
11/21/2021,Louisiana,Big Ten,Sun Belt
11/21/2021,New Mexico St.,Missouri Valley,Western Athletic
11/21/2021,Grambling St.,Big 12,Southwest Athletic
11/21/2021,Western Carolina,Big South,Southern
11/21/2021,Florida St.,West Coast,Atlantic Coast
11/21/2021,St. Bonaventure,Big East,Atlantic 10
11/21/2021,Jackson St.,Conference USA,Southwest Athletic
11/21/2021,Florida A&M,Atlantic Coast,Southwest Athletic
11/21/2021,Arizona,Big Ten,Pacific-12
11/21/2021,Boise St.,Southeastern,Mountain West
11/21/2021,Morehead St.,Southeastern,Ohio Valley
11/21/2021,Texas Southern,Big Sky,Southwest Athletic
11/21/2021,Southern,Big Ten,Southwest Athletic
11/21/2021,Tennessee,Atlantic Coast,Southeastern
11/21/2021,Tennessee Martin,Summit League,Ohio Valley
11/21/2021,Boston University,Mid-American,Patriot League
11/21/2021,Utah St.,Big 12,Mountain West
11/21/2021,Penn,Conference USA,Ivy League
11/21/2021,Princeton,Pacific-12,Ivy League
11/21/2021,Villanova,Big Ten,Big East
11/21/2021,Boston College,Atlantic 10,Atlantic Coast
11/21/2021,Little Rock,Western Athletic,Sun Belt
11/21/2021,St. Thomas,Ohio Valley,Summit League
11/21/2021,Missouri,American Athletic,Southeastern
11/21/2021,Tennessee St.,Summit League,Ohio Valley
11/21/2021,Northeastern,Missouri Valley,Colonial Athletic Association
11/21/2021,Lamar,Conference USA,Western Athletic
11/21/2021,Utah,American Athletic,Pacific-12
11/21/2021,Alabama A&M,Conference USA,Southwest Athletic
11/21/2021,Wichita St.,Mountain West,American Athletic
11/21/2021,Texas A&M Corpus Chris,Conference USA,Southland
11/21/2021,Merrimack,Atlantic Coast,Northeast
11/21/2021,Green Bay,Big Sky,Horizon League
11/21/2021,Clemson,Big 12,Atlantic Coast
11/21/2021,Howard,Colonial Athletic Association,Mid-Eastern Athletic
11/21/2021,Georgia Southern,Southern,Sun Belt
11/21/2021,Norfolk St.,Big East,Mid-Eastern Athletic
11/21/2021,Niagara,Horizon League,Metro Atlantic Athletic
11/22/2021,Tuskegee,Southwest Athletic,NA
11/22/2021,Colorado College,Big West,NA
11/22/2021,Florida,Pacific-12,Southeastern
11/22/2021,Fredonia St.,Metro Atlantic Athletic,NA
11/22/2021,Oregon,NA,Pacific-12
11/22/2021,Toledo,Conference USA,Mid-American
11/22/2021,Coppin St.,Horizon League,Mid-Eastern Athletic
11/22/2021,Brown,Pacific-12,Ivy League
11/22/2021,Appalachian St.,Colonial Athletic Association,Sun Belt
11/22/2021,The Citadel,Atlantic Coast,Southern
11/22/2021,Bradley,Atlantic 10,Missouri Valley
11/22/2021,Eastern Illinois,Atlantic Sun,Ohio Valley
11/22/2021,Rice,Missouri Valley,Conference USA
11/22/2021,Troy,Conference USA,Sun Belt
11/22/2021,Akron,Atlantic 10,Mid-American
11/22/2021,Pepperdine,Mountain West,West Coast
11/22/2021,Wright St.,Atlantic 10,Horizon League
11/22/2021,Charleston Southern,Atlantic Coast,Big South
11/22/2021,Central Michigan,West Coast,Mid-American
11/22/2021,Wyoming,Western Athletic,Mountain West
11/22/2021,Butler,American Athletic,Big East
11/22/2021,Utah Valley,Big Sky,Western Athletic
11/22/2021,UMKC,Big Sky,Western Athletic
11/22/2021,Cincinnati,Big Ten,American Athletic
11/22/2021,Western Michigan,Big Ten,Mid-American
11/22/2021,Valparaiso,Atlantic Sun,Missouri Valley
11/22/2021,Kent St.,Colonial Athletic Association,Mid-American
11/22/2021,Arkansas,Big 12,Southeastern
11/22/2021,Albany,Southeastern,America East
11/22/2021,Northern Illinois,Sun Belt,Mid-American
11/22/2021,Missouri St.,Big West,Missouri Valley
11/22/2021,Northwestern St.,Sun Belt,Southland
11/22/2021,Belmont,Southeastern,Ohio Valley
11/22/2021,Carver,Southland,NA
11/22/2021,Florida St.,Southeastern,Atlantic Coast
11/22/2021,East Tennessee St.,Ohio Valley,Southern
11/22/2021,Western New Mexico,Mountain West,NA
11/22/2021,Cal Poly,Southland,Big West
11/22/2021,Tarleton St.,Summit League,Western Athletic
11/22/2021,Colorado St.,Colonial Athletic Association,Mountain West
11/22/2021,UT Rio Grande Valley,Big Sky,Western Athletic
11/22/2021,Western Illinois,Horizon League,Summit League
11/22/2021,Saint Mary's,Atlantic Coast,West Coast
11/22/2021,Mount St. Mary's,Mid-American,Northeast
11/22/2021,Charleston,Big 12,Colonial Athletic Association
11/22/2021,Chicago St.,West Coast,Western Athletic
11/22/2021,Cornell,Big Ten,Ivy League
11/22/2021,Northwestern,Big East,Big Ten
11/22/2021,Hofstra,Atlantic 10,Colonial Athletic Association
11/22/2021,Lafayette,Big Ten,Patriot League
11/22/2021,Boston University,Western Athletic,Patriot League
11/22/2021,Morgan St.,West Coast,Mid-Eastern Athletic
11/22/2021,Arkansas Pine Bluff,Western Athletic,Southwest Athletic
11/22/2021,Ohio St.,Big East,Big Ten
11/22/2021,Harvard,Metro Atlantic Athletic,Ivy League
11/22/2021,Loyola Marymount,American Athletic,West Coast
11/22/2021,William Carey,Sun Belt,NA
11/22/2021,Nevada,Summit League,Mountain West
11/22/2021,Missouri Baptist,Ohio Valley,NA
11/22/2021,Ecclesia,Southland,NA
11/22/2021,Creighton,Missouri Valley,Big East
11/22/2021,Sacred Heart,America East,Northeast
11/22/2021,Santa Clara,Big 12,West Coast
11/22/2021,Drexel,American Athletic,Colonial Athletic Association
11/22/2021,Bellarmine,Pacific-12,Atlantic Sun
11/22/2021,Dixie St.,Pacific-12,Western Athletic
11/22/2021,UC Riverside,Conference USA,Big West
